date,ranking,title,writer,press,kategorie
202401,108,이기적 유전자,"리처드 도킨스 지음, 홍영남.이상임 옮김",을유문화사,과학
202402,108,부의 추월차선 (10주년 스페셜 에디션),"엠제이 드마코 지음, 신소영 옮김",토트,경제경영
202301,108,열린 어둠,"렌조 미키히코 저자, 양윤옥 역자",모모,소설/시/희곡
202302,108,지무비의 유튜브 엑시트,지무비(나현갑) 지음,21세기북스,자기계발
202303,108,2023 이동기 영어 국가직 대비 적중모의고사,이동기 지음,에스티유니타스,수험서/자격증
202304,108,진짜 쓰는 실무 엑셀,오빠두(전진권) 지음,제이펍,컴퓨터/모바일
202305,108,아웃풋 법칙,김재수(렘군) 지음,더퀘스트,자기계발
202306,108,클루지 (리커버 에디션),"개리 마커스 지음, 최호영 옮김",갤리온,인문학
202307,108,ETS 토익기출 파트별 VOCA 보카,ETS 지음,(주)YBM(와이비엠),외국어
202308,108,미래의 나를 구하러 갑니다,변지영 지음,더퀘스트,인문학
202309,108,총 균 쇠,"제레드 다이아몬드 지음, 강주헌 옮김",김영사,인문학
202310,108,그 비스크 돌은 사랑을 한다 11 (아크릴 디오라마 + 양면 커버 + 일러스트 카드 2종 포함 한정판),"후쿠다 신이치 지음, 박연지 옮김",㈜소미미디어,만화
202311,108,이기적 유전자,"리처드 도킨스 지음, 홍영남.이상임 옮김",을유문화사,과학
202312,108,보통 이하의 것들,"조르주 페렉 지음, 김호영 옮김",녹색광선,에세이
202203,108,민주주의 공부,"얀-베르너 뮐러 지음, 권채령 옮김",윌북,사회과학
202204,108,H마트에서 울다,"미셸 자우너 지음, 정혜윤 옮김",문학동네,에세이
202205,108,두근두근 편의점,김영진 지음,책읽는곰,유아
202206,108,2022 큰별쌤 최태성의 별★별한국사 기출 500제 한국사능력검정시험 심화 (1.2.3급),최태성 지음,이투스북,수험서/자격증
202207,108,백년운동,정선근 지음,아티잔,건강/취미
202208,108,공정 이후의 세계,김정희원 지음,창비,사회과학
202209,108,내가 알고 있는 걸 당신도 알게 된다면 (리커버 에디션),"칼 필레머 지음, 박여진 옮김",토네이도,자기계발
202210,108,푸른 사자 와니니 5,"이현 지음, 오윤화 그림",창비,어린이
202211,108,올리버쌤의 미국식 아이 영어 습관 365,"올리버 샨 그랜트 지음, 정다운 그림",다산북스,좋은부모
202212,108,해커스 토익 RC Reading(리딩) 기본서,David Cho 지음,해커스어학연구소(Hackers),외국어
202401,109,어제 뭐 먹었어? 22,"요시나가 후미 지음, 노미영 옮김",삼양출판사(만화),만화
202402,109,데미안 (오리지널 초판본 표지디자인),"헤르만 헤세 지음, 이미영 옮김, 김선형",코너스톤,소설/시/희곡
202301,109,해커스 토익 실전 1000제 1 RC Reading(리딩) 문제집,해커스어학연구소 지음,해커스어학연구소(Hackers),외국어
202302,109,스카이 버스,분당강쌤 지음,다산에듀,좋은부모
202303,109,클래식 뮤지컬 비발디의 협주곡 사계 사운드북,"피오나 와트 지음, 줄리엣 오베른도르퍼 그림",어스본코리아,유아
202304,109,소설 보다 : 봄 2023,강보라.김나현.예소연 지음,문학과지성사,소설/시/희곡
202305,109,AI 이후의 세계,"헨리 A. 키신저 외 지음, 김고명 옮김",윌북,경제경영
202306,109,형사 박미옥,박미옥 지음,이야기장수,에세이
202307,109,불편한 편의점 (벚꽃 에디션),김호연 지음,나무옆의자,소설/시/희곡
202308,109,ETS 토익 정기시험 실전 1000 Vol. 1 LC + RC 세트 한정판 - 전2권,ETS 지음,(주)YBM(와이비엠),외국어
202309,109,코스모스,"칼 세이건 지음, 홍승수 옮김",사이언스북스,과학
202310,109,이기적 유전자,"리처드 도킨스 지음, 홍영남.이상임 옮김",을유문화사,과학
202311,109,히카루가 죽은 여름 3,"모쿠모쿠렌 지음, 송재희 옮김",디앤씨미디어(주)(D&C미디어),만화
202312,109,문과 남자의 과학 공부,유시민 지음,돌베개,인문학
202203,109,"돈의 속성 (300쇄 리커버 에디션, 양장)",김승호 지음,스노우폭스북스,경제경영
202204,109,달러구트 꿈 백화점 2,이미예 지음,팩토리나인,소설/시/희곡
202205,109,맛있어서 지속 가능한 디디미니 다이어트 레시피,미니 박지우 지음,빅피시,요리/살림
202206,109,나로서 충분히 괜찮은 사람,김재식 지음,북로망스,에세이
202207,109,엄청나게 커다란 소원,"앤서니 브라운 지음, 김여진 옮김",웅진주니어,유아
202208,109,매일을 헤엄치는 법,이연 지음,푸른숲,에세이
202209,109,오늘도 고바야시 서점에 갑니다,"가와카미 데쓰야 지음, 송지현 옮김",현익출판,소설/시/희곡
202210,109,데이터는 어떻게 인생의 무기가 되는가,"세스 스티븐스 다비도위츠 지음, 안진이 옮김",더퀘스트,자기계발
202211,109,레버리지 (양장),"롭 무어 지음, 김유미 옮김",다산북스,자기계발
202212,109,원피스 103,오다 에이치로 지음,대원씨아이(만화),만화
202401,110,파타 PATA,문가영 지음,위즈덤하우스,에세이
202402,110,모든 것은 기본에서 시작한다,손웅정 지음,수오서재,에세이
202301,110,나는 오래된 거리처럼 너를 사랑하고,진은영 지음,문학과지성사,소설/시/희곡
202302,110,고통의 비밀,"몬티 라이먼 지음, 박선영 옮김",상상스퀘어,건강/취미
202303,110,스즈메의 문단속 (양장),"신카이 마코토 지음, 민경욱 옮김",하빌리스,소설/시/희곡
202304,110,스즈메의 문단속 (스페셜 에디션),"신카이 마코토 지음, 민경욱 옮김",대원씨아이(단행본),소설/시/희곡
202305,110,"D의 살인사건, 실로 무서운 것은","우타노 쇼고 지음, 이연승 옮김",한즈미디어(한스미디어),소설/시/희곡
202306,110,매스커레이드 게임,"히가시노 게이고 지음, 양윤옥 옮김",현대문학,소설/시/희곡
202307,110,최애의 아이 9,"아카사카 아카 지음, 요코야리 멘고 그림",대원씨아이(만화),만화
202308,110,총 균 쇠,"제레드 다이아몬드 지음, 강주헌 옮김",김영사,인문학
202309,110,철학이 내 손을 잡을 때,김수영 지음,우리학교,인문학
202310,110,한동일의 라틴어 인생 문장,한동일 지음,이야기장수,인문학
202311,110,김재우의 영어회화 100,김재우 지음,상상스퀘어,외국어
202312,110,진짜 쓰는 실무 엑셀,오빠두(전진권) 지음,제이펍,컴퓨터/모바일
202203,110,김학렬의 부동산 투자 절대 원칙,김학렬(빠숑) 지음,에프엔미디어,경제경영
202204,110,2022 이동기 영어 실전동형 모의고사 Vol.2 - 전2권,이동기 지음,에스티유니타스,수험서/자격증
202205,110,2022 신용한 행정학 실전과 가장 유사한 지방직 9급 대비 모의고사,신용한.SK100수험연구소 지음,메가스터디교육(공무원),수험서/자격증
202206,110,으라차차 라면 가게,"구도 노리코 지음, 윤수정 옮김",책읽는곰,유아
202207,110,"풍요의 시대, 무엇이 가난인가","루스 리스터 지음, 장상미 옮김",갈라파고스,사회과학
202208,110,지구 끝의 온실 (여름 에디션),김초엽 지음,자이언트북스,소설/시/희곡
202209,110,디즈니 트위스티드 원더랜드 앤솔로지 코믹 1,토보소 야나 지음,대원씨아이(만화),만화
202210,110,SQL 자격검정 실전문제,한국데이터진흥원 지음,한국데이터산업진흥원,컴퓨터/모바일
202211,110,어른의 문장력,김선영 지음,더퀘스트,자기계발
202212,110,"우리, 편하게 말해요",이금희 지음,웅진지식하우스,자기계발
202401,111,최재천의 곤충사회,최재천 지음,열림원,에세이
202402,111,타이탄의 도구들 (블랙 에디션),"팀 페리스 지음, 박선령.정지현 옮김",토네이도,자기계발
202301,111,씽킹 101 : 더 나은 삶을 위한 생각하기 연습,"안우경 지음, 김보람 옮김",흐름출판,인문학
202302,111,SQL 자격검정 실전문제,한국데이터진흥원 지음,한국데이터산업진흥원,컴퓨터/모바일
202303,111,미스터 프레지던트,탁현민 지음,메디치미디어,사회과학
202304,111,2023 이유진 국어 화제의 모의고사 (봉투형),이유진 지음,고시동네,수험서/자격증
202305,111,스킵과 로퍼 4,"타카마츠 미사키 지음, 신혜선 옮김",YNK MEDIA(만화),만화
202306,111,모순,양귀자 지음,쓰다,소설/시/희곡
202307,111,꿈빛 파티시엘 신장판 1~5 박스세트 - 전5권,마츠모토 나츠미 지음,대원씨아이(만화),만화
202308,111,정재승의 인간 탐구 보고서 12,"김현민 그림, 정재은 글, 정재승 기획, 이고은 자문",아울북,어린이
202309,111,2024 선재국어 新기출실록 세트 - 전3권,이선재 지음,에스티유니타스,수험서/자격증
202310,111,바다가 들리는 편의점,"마치다 소노코 지음, 황국영 옮김",모모,소설/시/희곡
202311,111,마케팅 설계자,"러셀 브런슨 지음, 이경식 옮김",윌북,경제경영
202312,111,원칙 Principles,"레이 달리오 지음, 고영태 옮김",한빛비즈,경제경영
202203,111,동물은 어떻게 슬퍼하는가,"바버라 J. 킹 지음, 정아영 옮김",서해문집,인문학
202204,111,테라피스트,"B. A. 패리스 지음, 박설영 옮김",모모,소설/시/희곡
202205,111,"큰별쌤 최태성의 별★별한국사 시대별 기출문제집 한국사능력검정시험 심화(1,2,3급)",최태성 지음,이투스북,수험서/자격증
202206,111,페이스트리 테이블,박성채 지음,더테이블,요리/살림
202207,111,어린이를 위한 초등 매일 글쓰기의 힘 : 세줄쓰기,이은경 지음,상상아카데미,좋은부모
202208,111,코스모스,"칼 세이건 지음, 홍승수 옮김",사이언스북스,과학
202209,111,디즈니 트위스티드 원더랜드 앤솔로지 코믹 2,토보소 야나 지음,대원씨아이(만화),만화
202210,111,과학이 필요한 시간,궤도 지음,동아시아,과학
202211,111,2023 인생일력,민음사 편집부 지음,민음사,인문학
202212,111,그릿 GRIT (골드 에디션),"앤절라 더크워스 지음, 김미정 옮김",비즈니스북스,자기계발
202401,112,도시와 그 불확실한 벽,"무라카미 하루키 지음, 홍은주 옮김",문학동네,소설/시/희곡
202402,112,살인자의 쇼핑몰 2,강지영 지음,자음과모음,소설/시/희곡
202301,112,부자의 자세,제이원 지음,좋은연필,경제경영
202302,112,건강과 다이어트를 동시에 잡는 7대 3의 법칙 채소·과일식,조승우 지음,바이북스,건강/취미
202303,112,무조건 합격하는 암기의 기술,이윤규 지음,더퀘스트,자기계발
202304,112,슬램덩크 신장재편판 19,이노우에 타케히코 지음,대원씨아이(만화),만화
202305,112,없음의 대명사,오은 지음,문학과지성사,소설/시/희곡
202306,112,당신도 느리게 나이 들 수 있습니다,정희원 지음,더퀘스트,인문학
202307,112,꿈빛 파티시엘 신장판 6~10 박스세트 - 전5권,마츠모토 나츠미 지음,대원씨아이(만화),만화
202308,112,시장 불변의 법칙,장지웅 지음,여의도책방,경제경영
202309,112,건강과 다이어트를 동시에 잡는 7대 3의 법칙 채소·과일식,조승우 지음,바이북스,건강/취미
202310,112,다!다!다! 애장판 (다다다) 3,"카와무라 미카 지음, 심이슬 옮김",서울미디어코믹스(서울문화사),만화
202311,112,일본 현지 아이스크림 대백과,"아이스맨 후쿠토메 지음, 김정원 옮김",클,여행
202312,112,5년 후 나에게 - Q&A a day (2024 판타지아 Edition),"포터 스타일 지음, 정지현 옮김",토네이도,자기계발
202203,112,설민석의 한국사 대모험 19,"설민석.스토리박스 지음, 정현희 그림, 강석화 감수",아이휴먼,어린이
